Número na Processada	Nome do Museu	Natureza Administrativa	Instituição mantenedora	Endereço Visitação	Número Visitação	Complemento Visitação	Bairro Visitação	CEP Visitação	Município Visitação	UF Visitação	Longitude	Latitude	Endereço Correspondência	Número Correspondência	Complemento Correspondência	Caixa Postal	Bairro Correspondência	CEP Correspondência	Município Correspondência	UF Correspondência	Telefone	E-mail	Site	Antropologia e Etnografia	Arqueologia	Arquivístico	Artes Visuais	Ciências Naturais e História Natural	Ciência e Tecnologia	História	Imagem e Som	Virtual	Outros	2.3 -  Em relação à temática do museu, classifique a instituição em APENAS UMA   opção:	Ano de Abertura	Situação de funcionamento	Segunda_feira	Terça-feira	Quarta-feira	Quinta-feira	Sexta-feira	Sábado	Domingo	O ingresso ao Museu é cobrado?	Valor	[Bebedouro] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Estacionamento  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Guarda-volumes  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Livraria] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Loja] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Restaurante e/ou lanchonete] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Sanitário] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Teatro/Auditório ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	3.5.1 - Capacidade do teatro/auditório (assentos):	O Museu promove visitas guiadas?	O Museu possui infraestrutura para recebimento de turistas estrangeiros?	3.6.1 - O museu dispõe de sinalização visual em outro(s) idioma(s)?	3.6.2 - O museu oferece material de divulgação impresso em outros idiomas?	3.6.3 - O museu oferece audioguia em outros idiomas?	3.6.4 - O museu dispõe de guia/monitor/mediador que fala outro idioma?	3.7 - O museu possui infraestrutura para atender visitantes que apresentam dificuldade de locomoção?	[Bebedouro adaptado] 3.7.1 - Especifique:	[Cadeira de rodas para uso do visitante] 3.7.1 - Especifique:	[Circuito de visitação adaptado] 3.7.1 - Especifique:	[Corrimãos nas escadas e nas rampas] 3.7.1 - Especifique:	Elevadores com cabine e portas de entrada acessíveis para pessoa portadora de deficiência ou com mobilidade reduzida	Rampa de acesso	sanitários adaptados com equipamentos e acessórios próprios	[Telefone público adaptado] 3.7.1 - Especifique:	Vagas exclusivas em estacionamento	[Vaga de estacionamento exclusiva para idosos] 3.7.1 - Especifique:	3.8 - O museu oferece instalações e serviços destinados às pessoas com deficiências auditivas e visuais?	[Guia multimídia (audioguia com monitor)] 3.8.1 - Especifique:	[Maquetes táteis ou mapas em relevo do museu] 3.8.1 - Especifique:	[Obras e reproduções táteis] 3.8.1 - Especifique:	[Piso tátil] 3.8.1 - Especifique:	sinalização em braile	[Tradutor de Linguagem Brasileira de Sinais (LIBRAS)] 3.8.1 - Especifique:	textos/etiquetas em braile com informações sobre os objetos em exposição	O Museu possui arquivo histórico?	O arquivo tem acesso ao público?	O Museu possui biblioteca?	A biblioteca tem acesso ao público?	1.3 -  CNPJ:	2.2  -  Em relação à sua atividade principal, indique a opção que melhor caracterize a instituição:	2.2.1 -  A instituição possui acervo:	2.5 - O museu é de caráter comunitário?	2.5.1 - A comunidade realiza atividades museológicas (inventário participativo, museografia...)?	2.6 - O Museu é:	2.7 - Com relação ao acervo, indique a opção que melhor caracterize a instituição:	2.7.1 -  O comodato/empréstimo está formalizado por meio de documento legal?	2.7.2 - Especifique, em meses , a duração do comodato/empréstimo (havendo mais de um contrato especificar o de maior duração):	2.8 - Com relação às exposições, indique a opção que melhor caracterize a instituição:	2.9 - O museu é itinerante?	2.9.1 -  O museu depende de recursos financeiros de outra instituição para a itinerância da exposição?	2.10 -  O museu possui também acervo material?	2.10.1 - Esse acervo encontra-se em exposição presencial?	[O museu NÃO possui acervo em exposições em núcleo edificado] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[A exposição do museu está no próprio território] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo(s) edificado(s) com acervo em exposição] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo edificado apenas como sede técnico administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O Museu NÃO possui núcleo edificado e NÃO possui sede técnico-administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O acervo do museu é composto de núcleos edificados] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	2.12 -  Identifique o tipo/categoria de manejo da Unidade de Conservação:	2.12.1 - Especifique:	2.12.2 - Especifique:	3.3 - O museu é aberto ao púbico em geral ou somente para públicos específicos?	4.1 - O museu possui instrumento de criação?	4.1.1 - Especifique instrumento de criação:	Nº e data da Lei:	Nº e data do Decreto-Lei:	Nº e data da Decreto:	Nº e data da Portaria:	Nº e data da Resolução:	Nº e data do Ata de Reunião:	Natureza do documento, número e data:	4.2 - O museu possui regimento interno?	4.3 -  O museu possui plano museológico?	6.6 - O museu possui política de aquisição de acervo?	6.7 - O museu possui política de descarte de acervo?
9.42.89.4662	Memorial Severina Paraíso da Silva - Mãe Biu	Não informada  	-	Rua Severina Paraíso da Silva	65	    	São Benedito	53270-360	Olinda	PE	-34.854824	-8.010579	Rua Severina Paraíso da Silva	65	    	    	São Benedito	53270-360	Olinda	PE	(81) 3443-1115	  -  	www.xamba.com.br/mem.htm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.42.95.6278	Museu Darcy Penteado	Pública Municipal  	-	Avenida Aracaí	250	 	Centro	18130-235	São Roque	SP	-47.130763	-23.532381	Avenida Aracaí	250	 	    	Centro	18130-235	São Roque	SP	(11) 4784-8500 / (11) 4784-3076	cultura@saoroque.sp.gov.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.08.4684	Museu Histórico Prefeito José Schmidt	Pública Municipal  	-	Rua Coronel Carvalho	s/n	 	Centro Histórico	89240-000	São Francisco do Sul	SC	-48.641638	-26.249903	Rua Coronel Carvalho	s/n	 	    	Centro Histórico	89240-000	São Francisco do Sul	SC	(47) 3444-5443 / (47) 3444-6161	museuhistorico@saofranciscodosul.sc.gov.br	https://www.facebook.com/pages/Museu-Hist%C3%B3rico-Municipal-Prefeito-Jos%C3%A9-Schmidt/199118260254848?sk=info&tab=overview	NULL	NULL	NULL	3	NULL	NULL	6	NULL	NULL	NULL	História	1985	Aberto	Não abre	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	10:00 - 16:00	10:00 - 16:00	S	R$ 3,00. Política de redução do valor de ingresso para estudantes da rede pública, guias de turismo acompanhados de grupos, terceira idade. Professores, pais acompanhantes e moradores da cidade têm entrada franca.	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Não	Sim	S	S	S	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	79.356.713/0001-42	Museu	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Realiza SOMENTE exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto	N/A	N/A	171/85-29/11/1985	N/A	N/A	N/A	N/A	Sim	Não	Sim	Não
9.43.17.7947	Museu de Arte Sacra dos Jesuítas	Privada  	-	Largo dos Jesuítas	67	 	Centro Histórico	06803-360	Embu	SP	-46.851609	-23.649813	Largo dos Jesuítas	67	 	    	Centro Histórico	06803-360	Embu	SP	(11) 4704-2654	museuasj@terra.com.br	www.pateocollegio.com.br/newsite/conteudo.asp?i=i1&pag_id=13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	Não abre	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.18.0892	Museu Municipal de Giruá	Pública Municipal  	-	Rua Sete de Setembro	410	-	Centro	98870-000	Giruá	RS	-54.345201	-28.029125	Rua Sete de Setembro	410	-	    	Centro	98870-000	Giruá	RS	(55) 3361-4015	cultura@pmgirua.com.br	www.pmgirua.com.br	1	2	NULL	3	NULL	5	6	7	NULL	NULL	-	1992	Aberto	08:00 - 12:00 / 14:00 - 17:00	08:00 - 12:00 / 14:00 - 17:00	08:00 - 12:00 / 14:00 - 17:00	08:00 - 12:00 / 14:00 - 17:00	08:00 - 12:00 / 14:00 - 17:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	S	N	-	S	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.40.8741	Museu do Doce da Universidade Federal de Pelotas	Pública Federal  	-	Praça coronel Pedro Osório	8	-	Centro	96015-010	Pelotas	RS	-	-	Praça coronel Pedro Osório	8	-	    	Centro	96015-010	Pelotas	RS	(53) 3921-6291	museudodocedaufpel@gmail.com	https://www.facebook.com/museudodoce 	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	2013	Aberto	14:00 - 19:00	14:00 - 19:00	14:00 - 19:00	14:00 - 19:00	14:00 - 19:00	14:00 - 18:00	14:00 - 18:00	N	-	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	45	S	N	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	S	S	S	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	N	N	 92.242.080/0001-00	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Portaria	N/A	N/A	N/A	1930/2011	N/A	N/A	N/A	Sim	Sim	Sim	Sim
9.43.51.6366	Museu da Pontifícia Universidade Católica de Goiás	Privada  	-	1ª Avenida	1069	Área 3 da PUC Goiás, Praça Universitária	Setor Leste Universitário	74605-010	Goiânia	GO	-	-	Rua 233 Quadra 52	141	Sede do Instituto de Estudos e Pesquisas Históricas do Brasil Central	-	Setor Leste Universitário	74605-120	Goiânia	GO	(62) 3946-1457 / (62) 3946-1143 (Instituto de Estudos)	ipehbc@gmail.com	facebook.com/museupuc; instagram.com/museupuc	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11	-	2014	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	-	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.80.5193	Museu Nacional de Imigração e Colonização	Pública Municipal  	-	Rua Rio Branco	229	 	Centro	89201-080	Joinville	SC	-48.843673	-26.303841	Rua Rio Branco	229	 	    	Centro	89201-080	Joinville	SC	(47) 3453-3499 / (47) 3433-3736 	mnic@joinville.sc.gov.br 	www.fundacaocultural.joinville.sc.gov.br/conteudo/13-Muse+Nacional.html	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1961	Aberto	Não abre	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	12:00 - 18:00	12:00 - 18:00	N	-	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	40	S	N	N/A	N/A	N/A	N/A	Sim	Não	Sim	Não	Não	N	N	N	Não	S	Sim	Sim	Sim	Não	Não	Não	N	Sim	N	S	N	S	N	83.796.227/0001-12	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	3.188 de 2 de julho de 1957	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Não	Não	Não
9.43.80.9526	Fazenda Florença	Outra  	-	Estrada da Cachoeira	1560	    	Distrito de Conservatória	27655-000	Valença	RJ	-43.923643	-22.286374	Estrada da Cachoeira	1560	    	    	Distrito de Conservatória	27655-000	Valença	RJ	(24) 2438-0124 / (24) 2438-1195	contato@hotelfazendaflorenca.com.br	www.hotelfazendaflorenca.com.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	2004	Aberto	Não abre	Não abre	Não abre	Não abre	Não abre	Mediante agendamento	Mediante agendamento	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.83.1659	Museu Contemporâneo das Invenções	Privada  	-	Rua Doutor Homem de Melo	1109	 	Perdizes	05007-002	São Paulo	SP	-46.674122	-23.533246	Rua Doutor Homem de Melo	1109	 	    	Perdizes	05007-002	São Paulo	SP	(11) 3873-3211 / (11) 9194-8127	museu@inventores.com.br; inventores@inventores.com.br	www.museudasinvencoes.com.br; www.inventores.com.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1996	Aberto	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	Não abre	Não abre	S	R$10,00. Gratuidade para crianças de até 2 anos e pessoas acima de 65 anos.	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.43.99.7860	Parque Nacional da Serra da Cutia	Pública Federal  	-	Avenida Limoreiro	s/n	    	  -  	78971-000	Costa Marques	RO	-64.228512	-12.437114	Avenida Limoreiro	s/n	    	    	    	78971-000	Costa Marques	RO	(69) 3651-2315 / (69) 3651-2257	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.18.2458	Museu de Arte Sacra de Taubaté	Pública Municipal  	-	Praça do Convênio	s/n	 	Centro	12020-040	Taubaté	SP	-45.555277	-23.024712	Praça do Convênio	s/n	 	    	Centro	12020-040	Taubaté	SP	(12) 3625-5058	musarque@uol.com.br; musarque@taubate.sp.gov.br	www.visitetaubate.com.br	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	-	1983	Aberto	  -      	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	09:00 - 12:00	09:00 - 12:00	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.26.3119	Palácio Tiradentes - Assembleia Legislativa do Estado do Rio de Janeiro	Pública Estadual  	-	Avenida Presidente Antônio Carlos	s/n	-	Centro	22020-000	Rio de Janeiro	RJ	-	-	Avenida Presidente Antônio Carlos	s/n	-	    	Centro	22020-000	Rio de Janeiro	RJ	(21) 2588-1186	leoalmeida@alerj.rj.gov.br	http://www.alerj.rj.gov.br/	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	-	1998	Aberto	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	N	-	-	-	-	-	-	-	-	-	-	S	S	-	-	-	-	-	-	-	-	-	N	N	S	-	N	-	-	-	-	-	-	N	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.28.6380	Museu de Arte Sacra Padre Jesuíno do Monte Carmelo	Pública Estadual  	-	Praça Padre Miguel	56	 	Centro	13300-050	Itu	SP	-	-	Avenida Itu 400 Anos	111	-	-	Itu Novo Centro	13303-500	Itu	SP	(11) 4013-0855	cultura@itu.sp.gov.br	www.itu.sp.gov.br/cultura  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Artes, Arquitetura e Linguística	1998	Aberto	Não abre	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	N	-	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	N	N	46.634.440/0001-00	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Não	Não
9.44.30.5799	Museu Histórico Professor Carlos da Silva Lacaz da Faculdade de Medicina da Universidade de São Paulo	Pública Estadual  	-	Avenida Doutor Arnaldo	455	sala 4306	Cerqueira César	01246-903	São Paulo	SP	-46.671054	-23.554037	Avenida Doutor Arnaldo	455	Sala 4306	    	Cerqueira César	01246-903	São Paulo	SP	(11) 3061-7249	mhistorico@museu.fm.usp.br	www.fm.usp.br/museu	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	História	2009	Aberto	08:00 - 17:00 	08:00 - 17:00 	08:00 - 17:00 	08:00 - 17:00 	08:00 - 17:00 	Não abre	Não abre	N	0	Sim	Não	Sim	Não	Não	Não	Sim	Não	N/A	S	S	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	S	S	S	Não	N	Não	Sim	Não	Sim	Sim	Sim	S	Não	N	S	S	S	N	56.577.059/0001-00	Museu	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Sim
9.44.31.4970	Museu Histórico de Martinópolis	Pública Municipal  	-	Pátio Estação Fepasa	s/n	 Antiga Estação Ferroviária	Centro	19500-000	Martinópolis	SP	-	-	Pátio Estação Fepasa	s/n	Antiga Estação Ferroviária	    	Centro	19500-000	Martinópolis	SP	(18) 3275-5506 / (18) 3275-3423	cultura@martinopolis.sp.gov.br	www.martinopolis.sp.gov.br; http://www.facebook.com/MartinopolisSP	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	-	1998	Aberto	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	N	-	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	S	S	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.45.6248	Museu da Imagem e do Som (Cristais Paulista)	Pública Municipal  	-	Avenida Antônio Prado	2259	 	Centro	14460-000	Cristais Paulista	SP	-47.421365	-20.404042	Avenida Antônio Prado	2259	 	    	Centro	14460-000	Cristais Paulista	SP	(16) 3133-1340 / (16) 3133-7200	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1998	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.51.1016	Núcleo de Atividade Histórica Doutor José Manuel de Siqueira Couto – Museu Municipal de Jaguari	Pública Municipal  	-	Avenida Sete de Setembro	315	-	Centro	97760-000	Jaguari	RS	-54.703537	-29.494041	Avenida Sete de Setembro	315	-	    	Centro	97760-000	Jaguari	RS	(55) 3255-1506	smecjaguari@ibest.com.br	  -  	1	2	NULL	3	NULL	NULL	6	7	NULL	NULL	-	1988	Aberto	08:00 - 11:30 / 13:00 - 16:30	08:00 - 11:30 / 13:00 - 16:30	08:00 - 11:30 / 13:00 - 16:30	08:00 - 11:30 / 13:00 - 16:30	08:00 - 11:30 / 13:00 - 16:30	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.64.7418	Museu de Porto Seguro	Pública Municipal  	-	Rua Antônio Ricaldi	s/n	    	Cidade Histórica	45810-000	Porto Seguro	BA	-39.064453	-16.437087	Rua Antônio Ricaldi	s/n	    	    	Cidade Histórica	45810-000	Porto Seguro	BA	  -  	museudeportoseguro@hotmail.com	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	Não abre	09:00 - 17:00	09:00 - 13:00 / 14:00 - 17:00	09:00 - 13:00 / 14:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.68.5687	Museu e Arquivo Histórico Pedro Rossi	Pública Municipal  	-	Avenida 25 de Julho	1608	-	Centro	95270-000	Flores da Cunha	RS	-51.187971	-29.026642	Avenida 25 de Julho	1608	-	    	Centro	95270-000	Flores da Cunha	RS	(54) 3292-2777	neusa.museu@floresdacunha.rs.gov.br; museu@floresdacunha.rs.gov.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1986	Aberto	08:00 - 11:30 / 13:00 - 17:30	08:00 - 11:30 / 13:00 - 17:30	08:00 - 11:30 / 13:00 - 17:30	08:00 - 11:30 / 13:00 - 17:30	08:00 - 11:30 / 13:00 - 17:30	Mediante agendamento	Não abre	N	-	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	87.843.819/0001-07	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	Lei Municipal N° 1062 de 19 de março de 1986	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Sim	Sim
9.44.69.2527	Museu Histórico de Dourados	Pública Municipal  	-	Rua João Rosa Góes	395	    	Centro	79803-010	Dourados	MS	-54.812555	-22.223558	Rua João Rosa Góes	395	    	    	Centro	79803-010	Dourados	MS	(67) 3423-7856	funcedcultura@hotmail.com	  -  	1	2	NULL	NULL	NULL	5	6	7	NULL	NULL	-	1977	Aberto	13:00 - 17:00	13:00 - 17:00	13:00 - 17:00	13:00 - 17:00	13:00 - 17:00	08:00 - 12:00	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	S	N	-	N	-	-	-	-	-	-	N	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9.44.69.3556	Museu-Sítio Arqueológico Casa dos Pilões	Pública Federal  	-	Rua Jardim Botânico	1008	    	Jardim Botânico	22460-000	Rio de Janeiro	RJ	-43.225006	-22.967382	Rua Jardim Botânico	1008	    	    	Jardim Botânico	22460-000	Rio de Janeiro	RJ	(21) 3874-1220 / (21) 3874-1240	sbarrer@jbrj.gov.br; edson@jbrj.gov.br; msarno@jbrj.gov.br	www.jbrj.gov.br/cultura/piloes.htm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1992	Aberto	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
